node_1,node_2,edge,chunk_id
Passive Infrared Motion Sensor,Gait Pattern,used to quantify,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
Activity Pattern,Waist-Worn Inertial Measurement Unit,measured by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
Mobile apps,Data,collect,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Activity pattern analysis,Inertial Measurement Units,uses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Inertial Measurement Units,Activity tracking,used for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Inertial Measurement Units,Frailty,assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Body-worn sensors,Sit-to-Stand transitions,monitor,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Ambient sensors,Gait,capture,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Ambient sensors,Mobility patterns,capture,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Body-worn sensors,Individual-specific data,provide,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Kinect,Individuals,differentiates,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Bluetooth beacons,Stationary activity,cannot capture,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_19
Sensor data,Functional variables,is related to,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Sensor transparency,Observed trends,influences,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Non-transparent methods,Sit-to-stand transition,employs,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Non-transparent methods,Weakness,directly measures,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Transparent methods,Frailty,indirectly assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Activity patterns,Frailty,indirectly measures,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Gait analysis,Slowness,directly measures,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Statistical associations,Functional variable values,"is the focus of, rather than estimating",42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Waist-worn inertial measurement units,Functional variables,assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Wrist-worn wearables,Frailty,assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Wrist-worn wearables,Performance,assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_20
Wearable sensors,Frailty research,used in,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
Wrist-worn sensors,Frailty assessment,underutilized in,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
Trunk-mounted sensors,Chest-mounted IMUs,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
Trunk-mounted sensors,Lower back IMUs,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
Chest-mounted IMUs,Frailty,monitor,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
Lower back IMUs,Slowness,track,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
Ambient sensors,Presence detectors,act as,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
PIR sensors,Activity levels,quantify,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
Machine learning models,Frailty,assess,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
Lower back sensors,Gait speed estimations,provide,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_21
physical frailty,gait and movement parameters,is studied using,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
machine learning models,physical frailty assessment,used for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
lower back accelerometer,gait speed,estimates,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
vertical acceleration range,6-minute walk test performance,correlates with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
waist-worn sensor data,clinical measurement data,lower than,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
ceiling-mounted sensor,gait speed,estimates,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
home mobility patterns,3-meter walk test performance,predicts,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
chest-worn sensor,sit-to-stand transition parameters,measures,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
hand grip strength,sit-to-stand kinematic parameters,correlated with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
light barriers,stair climbing power,estimates,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
unsupervised sensor measurements,clinical measurement data,lower than,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_22
physical function,unobtrusive assessment,assessed by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
sit-to-stand test,acceleration data,correlated with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
stair-climbing time,power output,estimates,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
chair-stand outcomes,daily walking patterns,has no significant associations with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
activity classification,waist-worn sensors,employs,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
inertial measurement units (IMUs),frailty markers,monitors,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
passive infrared (PIR) sensors,frailty level,monitors,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
accelerometers,sit-to-stand transitions,records acceleration during,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
waist-worn IMUs,frailty,quantifies characteristics of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
PIR sensors,mobility limitations,infers,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_23
